InvoiceNo,StockCode,Quantity,UnitPrice,Country,id_data
536851,21086,12,0.65,United Kingdom,5252
536852,22549,12,1.45,France,5253
536852,22544,24,0.42,France,5254
536852,22539,24,0.42,France,5255
536852,22661,10,0.85,France,5256
536852,21791,12,1.25,France,5257
536852,21786,24,0.42,France,5258
536852,POST,1,18.0,France,5259
C536853,84678,-1,2.55,United Kingdom,5260
C536854,22158,-1,2.95,United Kingdom,5261
C536854,22944,-1,1.25,United Kingdom,5262
C536854,21871,-1,1.25,United Kingdom,5263
C536855,21527,-4,7.95,United Kingdom,5264
536856,22632,12,2.1,United Kingdom,5265
536856,22941,2,8.5,United Kingdom,5266
536856,22943,6,4.95,United Kingdom,5267
536856,21591,24,1.25,United Kingdom,5268
536856,22169,2,8.5,United Kingdom,5269
536856,22759,12,1.65,United Kingdom,5270
536856,22960,6,4.25,United Kingdom,5271
536856,22622,4,9.95,United Kingdom,5272
536856,22423,2,12.75,United Kingdom,5273
536856,22623,6,4.95,United Kingdom,5274
536856,22748,6,2.1,United Kingdom,5275
536856,22746,6,2.1,United Kingdom,5276
536856,22745,6,2.1,United Kingdom,5277
536856,22747,6,2.1,United Kingdom,5278
536856,84077,48,0.29,United Kingdom,5279
536856,21790,12,0.85,United Kingdom,5280
536856,21791,12,1.25,United Kingdom,5281
536856,22549,12,1.45,United Kingdom,5282
536856,22620,12,1.25,United Kingdom,5283
536856,22621,12,1.45,United Kingdom,5284
536856,22636,2,8.5,United Kingdom,5285
536856,22635,2,9.95,United Kingdom,5286
536856,22940,8,4.25,United Kingdom,5287
536856,21990,6,2.95,United Kingdom,5288
536856,21993,6,2.95,United Kingdom,5289
536856,84945,12,0.85,United Kingdom,5290
536856,22845,2,6.35,United Kingdom,5291
536856,21755,3,5.95,United Kingdom,5292
536856,22699,6,2.95,United Kingdom,5293
536856,22697,6,2.95,United Kingdom,5294
536856,22798,8,2.95,United Kingdom,5295
536856,21889,12,1.25,United Kingdom,5296
536856,22800,4,3.75,United Kingdom,5297
536856,79000,12,0.85,United Kingdom,5298
536856,22834,12,2.1,United Kingdom,5299
536856,22865,12,2.1,United Kingdom,5300
536856,22468,4,6.75,United Kingdom,5301
536856,21890,6,2.95,United Kingdom,5302
536856,21892,12,1.25,United Kingdom,5303
536857,22900,5,2.95,United Kingdom,5304
536857,85123A,2,2.95,United Kingdom,5305
536857,22804,2,2.95,United Kingdom,5306
536857,22802,1,19.95,United Kingdom,5307
536857,22078,3,2.1,United Kingdom,5308
536857,85049E,3,1.25,United Kingdom,5309
536857,85049B,4,1.25,United Kingdom,5310
536857,85049D,5,1.25,United Kingdom,5311
536857,85049G,4,1.25,United Kingdom,5312
536857,85049C,4,1.25,United Kingdom,5313
536857,85049F,5,1.25,United Kingdom,5314
536857,22507,1,4.95,United Kingdom,5315
536857,85049H,3,1.25,United Kingdom,5316
536857,21730,3,4.95,United Kingdom,5317
536857,21870,6,1.25,United Kingdom,5318
536857,37449,1,9.95,United Kingdom,5319
536857,22558,2,1.49,United Kingdom,5320
536858,22326,30,2.95,Switzerland,5321
536858,22554,36,1.65,Switzerland,5322
536858,21731,24,1.65,Switzerland,5323
536858,20677,16,1.25,Switzerland,5324
536858,20750,2,7.95,Switzerland,5325
536858,POST,2,40.0,Switzerland,5326
536859,22745,1,2.1,United Kingdom,5327
536859,21878,3,0.85,United Kingdom,5328
536859,22841,1,7.95,United Kingdom,5329
536859,84692,5,0.42,United Kingdom,5330
536859,22943,2,4.95,United Kingdom,5331
536859,22086,2,2.95,United Kingdom,5332
536859,22595,36,0.85,United Kingdom,5333
536859,22594,36,0.85,United Kingdom,5334
536859,22084,4,2.95,United Kingdom,5335
536859,21733,2,2.95,United Kingdom,5336
536859,85123A,2,2.95,United Kingdom,5337
536859,22083,14,2.95,United Kingdom,5338
536859,22737,10,1.65,United Kingdom,5339
536859,21462,2,6.75,United Kingdom,5340
536859,22582,4,2.55,United Kingdom,5341
536859,22584,3,2.55,United Kingdom,5342
536859,22585,10,1.25,United Kingdom,5343
536859,22812,4,1.95,United Kingdom,5344
536859,85032D,1,2.1,United Kingdom,5345
536859,22130,18,0.85,United Kingdom,5346
536859,22468,3,6.75,United Kingdom,5347
536859,79321,3,4.95,United Kingdom,5348
536859,22573,10,0.85,United Kingdom,5349
536859,22574,10,0.85,United Kingdom,5350
536860,22627,1,8.5,United Kingdom,5351
536860,22626,1,8.5,United Kingdom,5352
536860,85131A,24,1.25,United Kingdom,5353
536860,22155,10,0.42,United Kingdom,5354
536860,22575,3,1.95,United Kingdom,5355
536860,22158,13,2.95,United Kingdom,5356
536860,84347,48,2.55,United Kingdom,5357
536860,22111,3,4.95,United Kingdom,5358
536860,21485,3,4.95,United Kingdom,5359
536860,21484,2,3.45,United Kingdom,5360
536861,22149,6,2.1,Germany,5361
536861,22077,12,1.65,Germany,5362
536861,21249,6,2.95,Germany,5363
536861,22636,8,7.65,Germany,5364
536861,22634,8,8.5,Germany,5365
536861,22301,6,2.55,Germany,5366
536861,22300,6,2.55,Germany,5367
536861,21328,12,1.65,Germany,5368
536861,21329,12,1.65,Germany,5369
536861,POST,3,18.0,Germany,5370
536862,15056bl,1,12.72,United Kingdom,5371
536862,15056p,2,12.72,United Kingdom,5372
536862,20658,3,2.51,United Kingdom,5373
536862,20725,3,5.06,United Kingdom,5374
536862,20941,1,2.51,United Kingdom,5375
536862,21066,1,2.51,United Kingdom,5376
536862,21071,1,2.51,United Kingdom,5377
536862,21086,2,1.66,United Kingdom,5378
536862,21116,2,8.47,United Kingdom,5379
536862,21156,6,4.21,United Kingdom,5380
536862,21166,1,4.21,United Kingdom,5381
536862,21174,1,4.21,United Kingdom,5382
536862,21181,5,4.21,United Kingdom,5383
536862,21205,2,5.06,United Kingdom,5384
536862,21218,2,8.47,United Kingdom,5385
536862,21257,2,16.13,United Kingdom,5386
536862,21259,2,12.72,United Kingdom,5387
536862,21361,1,25.49,United Kingdom,5388
536862,21557,1,5.74,United Kingdom,5389
536862,21658,2,8.47,United Kingdom,5390
536862,21710,1,10.17,United Kingdom,5391
536862,21874,1,3.36,United Kingdom,5392
536862,21876,1,3.36,United Kingdom,5393
536862,21890,1,5.91,United Kingdom,5394
536862,21908,1,4.21,United Kingdom,5395
536862,22023,1,0.85,United Kingdom,5396
536862,22109,1,7.62,United Kingdom,5397
536862,22136,1,3.36,United Kingdom,5398
536862,22141,1,4.21,United Kingdom,5399
536862,22144,7,4.21,United Kingdom,5400
536862,22167,1,20.38,United Kingdom,5401
536862,22171,1,16.98,United Kingdom,5402
536862,22173,1,5.91,United Kingdom,5403
536862,22178,3,2.51,United Kingdom,5404
536862,22179,2,13.57,United Kingdom,5405
536862,22186,1,5.91,United Kingdom,5406
536862,22188,1,8.47,United Kingdom,5407
536862,22197,8,1.66,United Kingdom,5408
536862,22200,1,8.47,United Kingdom,5409
536862,22202,1,7.62,United Kingdom,5410
536862,22308,1,5.06,United Kingdom,5411
536862,22358,3,5.91,United Kingdom,5412
536862,22386,1,5.06,United Kingdom,5413
536862,22412,1,4.21,United Kingdom,5414
536862,22423,6,25.49,United Kingdom,5415
536862,22429,1,8.47,United Kingdom,5416
536862,22457,1,5.91,United Kingdom,5417
536862,22467,1,5.06,United Kingdom,5418
536862,22469,1,4.21,United Kingdom,5419
536862,22502,2,8.47,United Kingdom,5420
536862,22525,1,3.36,United Kingdom,5421
536862,22625,1,16.98,United Kingdom,5422
536862,22627,2,16.98,United Kingdom,5423
536862,22632,1,4.21,United Kingdom,5424
536862,22659,1,2.51,United Kingdom,5425
536862,22665,4,5.91,United Kingdom,5426
536862,22668,1,5.91,United Kingdom,5427
536862,22669,1,5.91,United Kingdom,5428
536862,22697,2,5.91,United Kingdom,5429
536862,22766,1,5.91,United Kingdom,5430
536862,22772,6,2.51,United Kingdom,5431
536862,22776,1,20.38,United Kingdom,5432
536862,22786,1,16.13,United Kingdom,5433
536862,22795,1,13.57,United Kingdom,5434
536862,22839,1,29.79,United Kingdom,5435
536862,22947,1,34.0,United Kingdom,5436
536862,22988,2,2.51,United Kingdom,5437
536862,37370,2,16.13,United Kingdom,5438
536862,47566b,2,8.47,United Kingdom,5439
536862,72349b,1,4.21,United Kingdom,5440
536862,79067,2,7.62,United Kingdom,5441
536862,82580,1,1.28,United Kingdom,5442
536862,84754,1,2.51,United Kingdom,5443
536862,84872a,2,11.02,United Kingdom,5444
536862,84946,4,2.51,United Kingdom,5445
536862,84970l,2,2.13,United Kingdom,5446
536862,84970s,5,2.13,United Kingdom,5447
536862,85038,1,4.21,United Kingdom,5448
536862,85039a,1,3.36,United Kingdom,5449
536862,85099B,2,4.21,United Kingdom,5450
536862,DOT,1,254.43,United Kingdom,5451
536863,10123C,1,0.65,United Kingdom,5452
536863,10120,1,0.21,United Kingdom,5453
536863,16237,1,0.21,United Kingdom,5454
536863,20727,1,1.65,United Kingdom,5455
536863,20725,1,1.65,United Kingdom,5456
536863,22384,1,1.65,United Kingdom,5457
536863,22147,1,1.45,United Kingdom,5458
536863,84006,1,0.85,United Kingdom,5459
536863,22382,1,1.65,United Kingdom,5460
536863,20727,1,1.65,United Kingdom,5461
536863,22383,1,1.65,United Kingdom,5462
536863,20767,1,2.55,United Kingdom,5463
536863,22562,1,1.25,United Kingdom,5464
536863,90094,1,2.55,United Kingdom,5465
536863,20986,2,1.25,United Kingdom,5466
536863,10002,1,0.85,United Kingdom,5467
536863,22758,1,1.25,United Kingdom,5468
536863,22537,1,0.42,United Kingdom,5469
536863,22745,1,2.1,United Kingdom,5470
536863,21883,1,0.65,United Kingdom,5471
536863,21882,1,0.65,United Kingdom,5472
536863,21026,1,1.25,United Kingdom,5473
536863,22800,1,3.75,United Kingdom,5474
536863,85135B,1,7.95,United Kingdom,5475
536863,21884,1,0.65,United Kingdom,5476
536863,85123A,2,2.95,United Kingdom,5477
536863,22816,12,0.42,United Kingdom,5478
536863,22219,2,0.85,United Kingdom,5479
536863,22748,1,2.1,United Kingdom,5480
536863,22746,1,2.1,United Kingdom,5481
536863,22745,1,2.1,United Kingdom,5482
536863,22960,1,4.25,United Kingdom,5483
536863,22560,2,1.25,United Kingdom,5484
536863,22653,2,1.95,United Kingdom,5485
536863,22756,1,1.25,United Kingdom,5486
536863,22757,1,1.25,United Kingdom,5487
536863,22758,1,1.25,United Kingdom,5488
536863,22028,12,0.42,United Kingdom,5489
536863,20986,2,1.25,United Kingdom,5490
536863,21586,1,2.55,United Kingdom,5491
536863,22384,1,1.65,United Kingdom,5492
536863,22383,1,1.65,United Kingdom,5493
536863,22147,3,1.45,United Kingdom,5494
536863,20961,2,1.25,United Kingdom,5495
536863,20963,1,1.25,United Kingdom,5496
536863,22750,1,3.75,United Kingdom,5497
536863,21452,1,2.95,United Kingdom,5498
536863,22968,2,9.95,United Kingdom,5499
536864,20725,2,5.06,United Kingdom,5500
536864,20886,1,4.21,United Kingdom,5501
536864,20975,1,1.28,United Kingdom,5502
536864,21041,1,5.91,United Kingdom,5503
536864,21116,1,8.47,United Kingdom,5504
536864,21169,2,4.21,United Kingdom,5505
536864,21181,1,4.21,United Kingdom,5506
536864,21192,3,3.36,United Kingdom,5507
536864,21216,1,11.02,United Kingdom,5508
536864,21217,1,21.23,United Kingdom,5509
536864,21218,2,8.47,United Kingdom,5510
536864,21257,2,16.13,United Kingdom,5511
536864,21258,3,25.49,United Kingdom,5512
536864,21481,1,6.77,United Kingdom,5513
536864,21488,1,8.47,United Kingdom,5514
536864,21559,1,5.06,United Kingdom,5515
536864,21700,1,8.47,United Kingdom,5516
536864,21733,2,5.91,United Kingdom,5517
536864,21791,3,2.51,United Kingdom,5518
536864,21870,1,3.36,United Kingdom,5519
536864,21874,1,3.36,United Kingdom,5520
536864,21935,1,4.21,United Kingdom,5521
536864,21945,1,1.66,United Kingdom,5522
536864,21948,1,2.51,United Kingdom,5523
536864,22094,1,2.51,United Kingdom,5524
536864,22133,1,1.66,United Kingdom,5525
536864,22144,1,4.21,United Kingdom,5526
536864,22187,1,8.47,United Kingdom,5527
536864,22456,2,10.17,United Kingdom,5528
536864,22502,2,8.47,United Kingdom,5529
536864,22569,1,7.62,United Kingdom,5530
536864,22625,1,16.98,United Kingdom,5531
536864,22665,2,5.91,United Kingdom,5532
536864,22838,1,29.79,United Kingdom,5533
536864,22891,1,8.47,United Kingdom,5534
536864,22964,1,4.21,United Kingdom,5535
536864,47566,1,9.32,United Kingdom,5536
536864,48111,1,14.43,United Kingdom,5537
536864,72349b,1,4.21,United Kingdom,5538
536864,82484,1,13.57,United Kingdom,5539
536864,82583,2,4.21,United Kingdom,5540
536864,82599,1,4.21,United Kingdom,5541
536864,84029G,5,8.47,United Kingdom,5542
536864,84032A,1,5.91,United Kingdom,5543
536864,84970s,1,2.13,United Kingdom,5544
536864,85099B,1,4.21,United Kingdom,5545
536864,DOT,1,121.06,United Kingdom,5546
536865,10002,5,1.66,United Kingdom,5547
536865,15056bl,2,12.72,United Kingdom,5548
536865,18098c,7,5.06,United Kingdom,5549
536865,20615,1,4.21,United Kingdom,5550
536865,20655,1,2.51,United Kingdom,5551
536865,20679,1,12.72,United Kingdom,5552
536865,20681,2,6.77,United Kingdom,5553
536865,20682,1,6.77,United Kingdom,5554
536865,20723,2,2.51,United Kingdom,5555
536865,20724,5,2.51,United Kingdom,5556
536865,20725,5,5.06,United Kingdom,5557
536865,20750,1,16.98,United Kingdom,5558
536865,20752,1,4.21,United Kingdom,5559
536865,21035,2,5.91,United Kingdom,5560
536865,21041,1,5.91,United Kingdom,5561
536865,21068,1,2.51,United Kingdom,5562
536865,21100,1,4.21,United Kingdom,5563
536865,21108,1,5.06,United Kingdom,5564
536865,21109,1,13.57,United Kingdom,5565
536865,21116,1,8.47,United Kingdom,5566
536865,21154,3,3.36,United Kingdom,5567
536865,21157,1,4.21,United Kingdom,5568
536865,21165,1,4.21,United Kingdom,5569
536865,21174,1,4.21,United Kingdom,5570
536865,21192,2,3.36,United Kingdom,5571
536865,21201,1,5.06,United Kingdom,5572
536865,21218,2,8.47,United Kingdom,5573
536865,21257,2,16.13,United Kingdom,5574
536865,21258,4,25.49,United Kingdom,5575
536865,21259,1,12.72,United Kingdom,5576
536865,21411,1,8.47,United Kingdom,5577
536865,21429,1,3.36,United Kingdom,5578
536865,21479,21,8.47,United Kingdom,5579
536865,21481,1,6.77,United Kingdom,5580
536865,21558,3,5.06,United Kingdom,5581
536865,21710,1,10.17,United Kingdom,5582
536865,21733,3,5.91,United Kingdom,5583
536865,21786,3,0.81,United Kingdom,5584
536865,21790,6,1.66,United Kingdom,5585
536865,21803,1,0.85,United Kingdom,5586
536865,21813,1,10.17,United Kingdom,5587
536865,21865,1,4.21,United Kingdom,5588
536865,21874,1,3.36,United Kingdom,5589
536865,21876,2,3.36,United Kingdom,5590
536865,21916,2,0.81,United Kingdom,5591
536865,21942,1,1.66,United Kingdom,5592
536865,21944,2,1.66,United Kingdom,5593
536865,21945,1,1.66,United Kingdom,5594
536865,21948,1,2.51,United Kingdom,5595
536865,21981,1,0.81,United Kingdom,5596
536865,21988,8,1.66,United Kingdom,5597
536865,22024,1,0.85,United Kingdom,5598
536865,22132,1,1.66,United Kingdom,5599
536865,22133,2,1.66,United Kingdom,5600
536865,22136,1,3.36,United Kingdom,5601
536865,22141,1,4.21,United Kingdom,5602
536865,22144,4,4.21,United Kingdom,5603
536865,22166,2,16.13,United Kingdom,5604
536865,22196,2,1.66,United Kingdom,5605
536865,22197,16,1.66,United Kingdom,5606
536865,22200,1,8.47,United Kingdom,5607
536865,22207,3,8.47,United Kingdom,5608
536865,22212,1,4.21,United Kingdom,5609
536865,22297,2,2.51,United Kingdom,5610
536865,22300,1,5.06,United Kingdom,5611
536865,22301,2,5.06,United Kingdom,5612
536865,22309,1,5.06,United Kingdom,5613
536865,22352,2,5.06,United Kingdom,5614
536865,22355,13,2.51,United Kingdom,5615
536865,22358,2,5.91,United Kingdom,5616
536865,22365,1,14.43,United Kingdom,5617
536865,22374,1,8.47,United Kingdom,5618
536865,22383,1,5.06,United Kingdom,5619
536865,22386,2,5.06,United Kingdom,5620
536865,22422,1,1.28,United Kingdom,5621
536865,22424,1,25.49,United Kingdom,5622
536865,22425,1,10.17,United Kingdom,5623
536865,22457,5,5.91,United Kingdom,5624
536865,22469,4,4.21,United Kingdom,5625
536865,22470,1,5.91,United Kingdom,5626
536865,22501,1,21.23,United Kingdom,5627
536865,22502,3,8.47,United Kingdom,5628
536865,22507,2,11.02,United Kingdom,5629
536865,22515,1,4.21,United Kingdom,5630
536865,22518,1,4.21,United Kingdom,5631
536865,22525,2,3.36,United Kingdom,5632
536865,22625,2,16.98,United Kingdom,5633
536865,22627,1,16.98,United Kingdom,5634
536865,22628,1,10.17,United Kingdom,5635
536865,22629,1,2.51,United Kingdom,5636
536865,22632,2,4.21,United Kingdom,5637
536865,22651,2,1.66,United Kingdom,5638
536865,22659,2,2.51,United Kingdom,5639
536865,22666,3,5.91,United Kingdom,5640
536865,22669,1,5.91,United Kingdom,5641
536865,22697,10,5.91,United Kingdom,5642
536865,22699,3,5.91,United Kingdom,5643
536865,22772,2,2.51,United Kingdom,5644
536865,22795,2,13.57,United Kingdom,5645
536865,22804,1,5.91,United Kingdom,5646
536865,22807,1,5.91,United Kingdom,5647
536865,22813,1,4.21,United Kingdom,5648
536865,22839,1,29.79,United Kingdom,5649
536865,22891,1,8.47,United Kingdom,5650
536865,22898,1,4.21,United Kingdom,5651
536865,22925,1,11.87,United Kingdom,5652
536865,22946,1,34.0,United Kingdom,5653
536865,22947,1,34.0,United Kingdom,5654
536865,22960,2,8.47,United Kingdom,5655
536865,37370,1,16.13,United Kingdom,5656
536865,47566,3,9.32,United Kingdom,5657
536865,48111,2,14.43,United Kingdom,5658
536865,71053,1,8.47,United Kingdom,5659
536865,72349b,1,4.21,United Kingdom,5660
536865,72741,3,2.82,United Kingdom,5661
536865,82580,2,1.28,United Kingdom,5662
536865,82581,1,1.28,United Kingdom,5663
536865,82582,1,4.21,United Kingdom,5664
536865,82583,4,4.21,United Kingdom,5665
536865,82599,1,4.21,United Kingdom,5666
536865,82600,1,4.21,United Kingdom,5667
536865,84029G,13,8.47,United Kingdom,5668
536865,84032A,4,5.91,United Kingdom,5669
536865,84375,3,4.21,United Kingdom,5670
536865,84509c,2,7.62,United Kingdom,5671
536865,84534b,1,1.66,United Kingdom,5672
536865,84559a,1,1.69,United Kingdom,5673
536865,84596e,1,2.51,United Kingdom,5674
536865,84832,3,1.66,United Kingdom,5675
536865,84884a,1,8.47,United Kingdom,5676
536865,84970l,6,2.13,United Kingdom,5677
536865,85014a,2,12.72,United Kingdom,5678
536865,85014b,1,12.72,United Kingdom,5679
536865,85036b,1,8.47,United Kingdom,5680
536865,85039a,1,3.36,United Kingdom,5681
536865,85099B,1,4.21,United Kingdom,5682
536865,85152,1,4.21,United Kingdom,5683
536865,85176,1,1.66,United Kingdom,5684
536865,M,1,2.55,United Kingdom,5685
536865,DOT,1,498.47,United Kingdom,5686
536866,72803b,1,8.47,United Kingdom,5687
536874,21135,5,1.69,United Kingdom,5688
536874,22154,1,0.42,United Kingdom,5689
536874,22153,1,0.42,United Kingdom,5690
536874,22866,1,2.1,United Kingdom,5691
536874,84993A,1,0.42,United Kingdom,5692
536874,84991,1,0.55,United Kingdom,5693
536874,22910,1,2.95,United Kingdom,5694
536874,22945,6,0.85,United Kingdom,5695
536874,21428,1,4.25,United Kingdom,5696
536874,84987,1,1.45,United Kingdom,5697
536874,20998,2,2.95,United Kingdom,5698
536874,21907,1,2.1,United Kingdom,5699
536874,22798,1,2.95,United Kingdom,5700
536874,21143,1,1.95,United Kingdom,5701
536874,22914,1,4.95,United Kingdom,5702
536874,21407,1,4.25,United Kingdom,5703
536874,22187,1,4.25,United Kingdom,5704
536874,21098,1,1.25,United Kingdom,5705
536874,22866,1,2.1,United Kingdom,5706
536874,22961,1,1.45,United Kingdom,5707
536874,22144,1,2.1,United Kingdom,5708
536874,82483,2,5.95,United Kingdom,5709
536874,22702,1,2.1,United Kingdom,5710
536874,21462,1,6.75,United Kingdom,5711
536874,22940,1,4.25,United Kingdom,5712
536874,21034,1,0.95,United Kingdom,5713
536874,22405,1,1.25,United Kingdom,5714
536874,21715,2,2.55,United Kingdom,5715
536874,22406,1,1.25,United Kingdom,5716
536874,22968,1,9.95,United Kingdom,5717
536874,22914,1,4.95,United Kingdom,5718
536874,21913,1,3.75,United Kingdom,5719
536874,22550,1,3.75,United Kingdom,5720
536874,22089,1,2.95,United Kingdom,5721
536874,21206,1,1.65,United Kingdom,5722
536874,22669,4,2.95,United Kingdom,5723
536874,22076,1,1.65,United Kingdom,5724
536874,85049A,1,1.25,United Kingdom,5725
536874,85049F,1,1.25,United Kingdom,5726
536874,22866,1,2.1,United Kingdom,5727
536874,22632,1,2.1,United Kingdom,5728
536874,22633,1,2.1,United Kingdom,5729
536874,84987,1,1.45,United Kingdom,5730
536874,21210,1,1.45,United Kingdom,5731
536874,22222,1,4.95,United Kingdom,5732
536874,22910,1,2.95,United Kingdom,5733
536874,22130,6,0.85,United Kingdom,5734
536874,22912,1,4.95,United Kingdom,5735
536874,22913,1,4.95,United Kingdom,5736
536874,22450,1,3.35,United Kingdom,5737
536874,22451,1,3.35,United Kingdom,5738
536874,22449,1,3.35,United Kingdom,5739
536874,22941,1,8.5,United Kingdom,5740
536874,84925D,1,2.55,United Kingdom,5741
536874,22083,1,2.95,United Kingdom,5742
536874,22960,1,4.25,United Kingdom,5743
536874,22961,1,1.45,United Kingdom,5744
536874,22851,1,0.85,United Kingdom,5745
536874,84520B,1,0.85,United Kingdom,5746
536874,21078,1,0.85,United Kingdom,5747
536874,21080,1,0.85,United Kingdom,5748
536874,20751,1,2.1,United Kingdom,5749
536874,20754,1,2.1,United Kingdom,5750
536874,79067,1,3.75,United Kingdom,5751
536874,85099B,3,1.95,United Kingdom,5752
536874,84625A,2,2.95,United Kingdom,5753
536874,35001G,1,4.25,United Kingdom,5754
536874,22374,1,4.25,United Kingdom,5755
536874,22810,1,2.95,United Kingdom,5756
536876,21993,3,2.51,United Kingdom,5757
536876,22028,1,0.85,United Kingdom,5758
536876,22041,1,5.06,United Kingdom,5759
536876,22042,1,0.43,United Kingdom,5760
536876,22059,1,3.36,United Kingdom,5761
536876,22067,1,3.36,United Kingdom,5762
536876,22069,2,3.36,United Kingdom,5763
536876,22076,1,3.36,United Kingdom,5764
536876,22077,4,3.36,United Kingdom,5765
536876,22081,2,3.36,United Kingdom,5766
536876,22082,2,3.36,United Kingdom,5767
536876,22083,1,5.91,United Kingdom,5768
536876,22084,3,5.91,United Kingdom,5769
536876,22086,26,5.91,United Kingdom,5770
536876,22099,1,2.51,United Kingdom,5771
536876,22105,1,4.21,United Kingdom,5772
536876,22107,1,7.62,United Kingdom,5773
536876,22109,1,7.62,United Kingdom,5774
536876,22111,3,11.02,United Kingdom,5775
536876,22112,3,11.02,United Kingdom,5776
536876,22114,2,8.47,United Kingdom,5777
536876,22118,1,11.87,United Kingdom,5778
536876,22131,1,4.21,United Kingdom,5779
536876,22132,1,1.66,United Kingdom,5780
536876,22135,1,0.85,United Kingdom,5781
536876,22136,1,3.36,United Kingdom,5782
536876,22141,1,4.21,United Kingdom,5783
536876,22144,2,4.21,United Kingdom,5784
536876,22147,1,3.36,United Kingdom,5785
536876,22149,3,4.21,United Kingdom,5786
536876,22154,47,0.85,United Kingdom,5787
536876,22155,3,0.85,United Kingdom,5788
536876,22156,1,1.66,United Kingdom,5789
536876,22161,2,0.81,United Kingdom,5790
536876,22162,4,3.36,United Kingdom,5791
536876,22163,2,3.36,United Kingdom,5792
536876,22174,5,3.36,United Kingdom,5793
536876,22175,1,5.91,United Kingdom,5794
536876,22178,11,2.51,United Kingdom,5795
536876,22182,3,4.21,United Kingdom,5796
536876,22186,1,5.91,United Kingdom,5797
536876,22190,1,2.51,United Kingdom,5798
536876,22195,6,3.36,United Kingdom,5799
536876,22196,2,1.66,United Kingdom,5800
536876,22197,19,1.66,United Kingdom,5801
536876,22198,8,3.36,United Kingdom,5802
536876,22212,3,4.21,United Kingdom,5803
536876,22216,10,1.66,United Kingdom,5804
536876,22219,3,1.66,United Kingdom,5805
536876,22224,2,5.91,United Kingdom,5806
536876,22227,1,1.28,United Kingdom,5807
536876,22244,2,4.21,United Kingdom,5808
536876,22245,1,1.66,United Kingdom,5809
536876,22246,2,4.21,United Kingdom,5810
536876,22248,1,1.66,United Kingdom,5811
536876,22250,3,1.66,United Kingdom,5812
536876,22251,1,2.51,United Kingdom,5813
536876,22255,1,1.66,United Kingdom,5814
536876,22271,1,5.91,United Kingdom,5815
536876,22272,1,5.91,United Kingdom,5816
536876,22273,1,5.91,United Kingdom,5817
536876,22274,1,5.91,United Kingdom,5818
536876,22276,7,5.91,United Kingdom,5819
536876,22277,2,4.21,United Kingdom,5820
536876,22278,4,11.02,United Kingdom,5821
536876,22288,1,2.51,United Kingdom,5822
536876,22294,1,2.51,United Kingdom,5823
536876,22299,1,2.51,United Kingdom,5824
536876,22301,1,5.06,United Kingdom,5825
536876,22304,1,5.06,United Kingdom,5826
536876,22308,3,5.06,United Kingdom,5827
536876,22310,7,3.36,United Kingdom,5828
536876,22311,2,5.91,United Kingdom,5829
536876,22312,1,5.91,United Kingdom,5830
536876,22314,1,5.91,United Kingdom,5831
536876,22324,1,4.21,United Kingdom,5832
536876,22326,1,5.91,United Kingdom,5833
536876,22331,1,3.36,United Kingdom,5834
536876,22336,5,1.28,United Kingdom,5835
536876,22338,5,1.28,United Kingdom,5836
536876,22348,6,1.66,United Kingdom,5837
536876,22352,1,5.06,United Kingdom,5838
536876,22355,2,1.66,United Kingdom,5839
536876,22356,3,1.66,United Kingdom,5840
536876,22358,1,5.91,United Kingdom,5841
536876,22360,2,5.91,United Kingdom,5842
536876,22361,1,5.91,United Kingdom,5843
536876,22363,1,5.91,United Kingdom,5844
536876,22364,1,5.91,United Kingdom,5845
536876,22365,1,14.43,United Kingdom,5846
536876,22367,1,4.21,United Kingdom,5847
536876,22371,3,8.47,United Kingdom,5848
536876,22378,1,4.21,United Kingdom,5849
536876,22379,4,4.21,United Kingdom,5850
536876,22380,2,4.21,United Kingdom,5851
536876,22381,1,4.21,United Kingdom,5852
536876,22382,1,4.21,United Kingdom,5853
536876,22384,1,4.21,United Kingdom,5854
536876,22395,1,5.06,United Kingdom,5855
536876,22402,1,2.51,United Kingdom,5856
536876,22406,1,2.51,United Kingdom,5857
536876,22413,2,5.91,United Kingdom,5858
536876,22418,1,1.66,United Kingdom,5859
536876,22419,7,0.85,United Kingdom,5860
536876,22420,1,0.85,United Kingdom,5861
536876,22421,2,0.85,United Kingdom,5862
536876,22422,1,1.28,United Kingdom,5863
536876,22423,40,12.72,United Kingdom,5864
536876,22424,1,25.49,United Kingdom,5865
536876,22444,5,2.51,United Kingdom,5866
536876,22457,9,5.91,United Kingdom,5867
536876,22460,1,2.51,United Kingdom,5868
536876,22466,5,4.21,United Kingdom,5869
536876,22469,33,3.36,United Kingdom,5870
536876,22470,4,5.91,United Kingdom,5871
536876,22471,1,11.02,United Kingdom,5872
536876,22473,1,11.02,United Kingdom,5873
536876,22476,1,11.02,United Kingdom,5874
536876,22483,1,5.91,United Kingdom,5875
536876,22491,2,1.66,United Kingdom,5876
536876,22492,2,1.66,United Kingdom,5877
536876,22493,2,3.36,United Kingdom,5878
536876,22497,2,8.47,United Kingdom,5879
536876,22501,1,21.23,United Kingdom,5880
536876,22507,2,11.02,United Kingdom,5881
536876,22530,1,0.85,United Kingdom,5882
536876,22531,3,0.85,United Kingdom,5883
536876,22534,3,0.85,United Kingdom,5884
536876,22539,1,0.85,United Kingdom,5885
536876,22540,2,0.85,United Kingdom,5886
